idx,anchor_x,anchor_y,prev_x,prev_y,next_x,next_y,progress,path_tangent_heading_deg,path_tangent_heading_rad,holonomic_rotation_deg,holonomic_rotation_rad
0,0.72,4.05,,,1.746221774694231,4.05,0.0,0.0,0.0,0.0,0.0
1,3.196495552159152,2.0124884098716893,2.6901678817451677,2.391651167415809,3.702823222573136,1.6333256523275694,0.24023137833729252,-36.827652580420974,-0.6427637933089317,0.0,0.0
2,4.587369919522725,1.1539255233068961,4.188108866440389,1.3584266075732565,4.986630972605061,0.9494244390405356,0.3626730418082462,-27.1214762550503,-0.4733590586520891,0.0,0.0
3,5.803466560498423,0.6772006482917842,5.424385509959448,0.7614530927561389,6.182547611037398,0.5929482038274294,0.46052016566924253,-12.530566464044876,-0.21869964193756675,0.0,0.0
4,6.964137315525419,0.625678430101647,6.579597804623178,0.572002459249598,7.348676826427661,0.679354400953696,0.54755136935954,7.946291797181166,0.1386889551850288,0.0,0.0
5,8.210642137194569,1.0132063965368687,7.803012581493318,0.8289397155768089,8.618271692895819,1.1974730774969287,0.6453352321079031,24.325083417363697,0.4245527964552705,0.0,0.0
6,9.62588772327424,1.8289079465094948,9.145635771162532,1.4214532822585089,10.106139675385947,2.236362610760481,0.7676995873091655,40.311891450744156,0.703575233522039,0.0,0.0
7,11.79,4.05,10.797657769672865,4.05,,,1.0,0.0,0.0,0.0,0.0
