idx,anchor_x,anchor_y,prev_x,prev_y,next_x,next_y,progress,path_tangent_heading_deg,path_tangent_heading_rad,holonomic_rotation_deg,holonomic_rotation_rad
0,0.48,3.84,,,1.4183453792899319,3.84,0.0,0.0,0.0,0.0,0.0
1,2.5656518466728153,5.901216038750799,2.094472092231148,5.521595252048836,3.0368316011144825,6.280836825452762,0.21035096874688985,38.85774850527432,0.6781956513289421,24.802660787295036,0.4328880939935873
2,3.967824345150211,6.6500753678458455,3.567106687363415,6.485770380035445,4.368542002937007,6.814380355656246,0.3243822261030419,22.29494478572483,0.38912019306123996,52.186323877410814,0.9108231761729524
3,5.198973285119498,6.9809484599136615,4.834282270326307,6.914139920115704,5.5636642999126895,7.047756999711619,0.41583266874455777,10.381032780758972,0.18118320178170672,76.80225884543334,1.3404522898217506
4,6.299959570744868,7.077304289626968,5.9429814576963365,7.074039900586595,6.656937683793399,7.0805686786673405,0.4951139307689016,0.5239270831812594,0.009144252641883182,97.87172809350065,1.708183899848219
5,7.402572053919757,7.001099285432962,7.036452963899887,7.059777852776179,7.768691143939627,6.942420718089744,0.574398640708551,-9.105460822332022,-0.1589202712610442,116.91023341346619,2.040468502340074
6,8.642048184388145,6.701933520427274,8.234426568429173,6.8524266814255625,9.049669800347116,6.551440359428986,0.6658658648622878,-20.264054527803758,-0.3536744713138404,134.13801452932958,2.341150005624793
7,10.075994558386824,6.01407654760616,9.594312869711944,6.397222582250936,10.557676247061705,5.630930512961384,0.7799528726189314,-38.49993582110261,-0.6719506418847472,144.73140557217818,2.5260395582737765
8,12.24,3.84,11.258401453370528,3.84,,,1.0,0.0,0.0,145.0,2.530727415391778
